1	0.040677	0.040629
1	0.043235	0.043180
1	0.042972	0.042915
1	0.046245	0.046188
1	0.046697	0.046336
1	0.042166	0.042105
1	0.047743	0.047685
1	0.151711	0.151650
1	0.054346	0.054279
1	0.047873	0.047814
1	0.041349	0.041292
1	0.042391	0.042334
1	0.044223	0.044169
1	0.039566	0.039509
1	0.045938	0.045704
1	0.042270	0.042211
1	0.042544	0.042480
1	0.041751	0.041695
1	0.042425	0.042369
1	0.050438	0.050373
2	0.043564	0.043505
2	0.041501	0.041426
2	0.042972	0.042913
2	0.040688	0.040628
2	0.037886	0.037788
2	0.037770	0.037714
2	0.031727	0.031662
2	0.022622	0.022561
2	0.034965	0.034909
2	0.030313	0.030255
2	0.028151	0.028095
2	0.029532	0.029423
2	0.026352	0.026294
2	0.028675	0.028619
2	0.026068	0.026012
2	0.021379	0.021325
2	0.028472	0.028382
2	0.027959	0.027903
2	0.021531	0.021445
2	0.024499	0.024445
3	0.018303	0.018204
3	0.021720	0.021666
3	0.019524	0.019469
3	0.016971	0.016858
3	0.018160	0.018099
3	0.019959	0.019903
3	0.021003	0.020948
3	0.020622	0.020548
3	0.020171	0.020107
3	0.017990	0.017846
3	0.022119	0.022066
3	0.016577	0.016521
3	0.022078	0.022026
3	0.021039	0.020882
3	0.020416	0.020360
3	0.026798	0.026709
3	0.020537	0.020478
3	0.017390	0.017336
3	0.017737	0.017686
3	0.019074	0.019021
4	0.017054	0.016996
4	0.015441	0.015387
4	0.018297	0.018243
4	0.016723	0.016633
4	0.020024	0.019966
4	0.020150	0.020097
4	0.016445	0.016390
4	0.018138	0.018084
4	0.015029	0.014975
4	0.018658	0.018605
4	0.015923	0.015868
4	0.023975	0.023916
4	0.017799	0.017740
4	0.021734	0.021675
4	0.032370	0.032316
4	0.032121	0.032066
4	0.036068	0.036005
4	0.041290	0.041232
4	0.022239	0.022175
4	0.035741	0.035635
5	0.016219	0.016160
5	0.016630	0.016570
5	0.017796	0.017738
5	0.014077	0.014021
5	0.016817	0.016762
5	0.016287	0.016234
5	0.012907	0.012849
5	0.014170	0.014105
5	0.019320	0.019264
5	0.015939	0.015883
5	0.018771	0.018713
5	0.019552	0.019492
5	0.017065	0.017009
5	0.015473	0.015421
5	0.015080	0.015027
5	0.017083	0.017028
