1	0.012487	0.009924
1	0.006227	0.003089
1	0.007533	0.003819
1	0.010067	0.006553
1	0.011689	0.006730
1	0.008374	0.005971
1	0.015717	0.010921
1	0.010111	0.004851
1	0.010251	0.005355
1	0.010392	0.005689
2	0.035421	0.031445
2	0.016481	0.010869
2	0.021399	0.018545
2	0.006799	0.003041
2	0.017530	0.012501
2	0.023611	0.018927
2	0.026133	0.018056
2	0.019668	0.017192
2	0.025206	0.022648
2	0.007935	0.005543
3	0.011204	0.008636
3	0.032169	0.025539
3	0.025886	0.020496
3	0.031486	0.029145
3	0.027401	0.019114
3	0.018990	0.015616
3	0.034007	0.024356
3	0.030481	0.028077
3	0.016898	0.012359
3	0.010877	0.008445
4	0.031041	0.028640
4	0.040925	0.029742
4	0.014989	0.012603
4	0.029130	0.025121
4	0.024527	0.022109
4	0.013276	0.010956
4	0.035697	0.029956
4	0.016094	0.013785
4	0.039318	0.035066
4	0.032510	0.030150
5	0.013359	0.009295
5	0.015099	0.010405
5	0.012742	0.007868
5	0.010162	0.007712
5	0.015152	0.009270
5	0.010280	0.007840
5	0.008666	0.006140
5	0.011582	0.005792
5	0.017807	0.010940
5	0.017267	0.008486
6	0.013324	0.007916
6	0.016183	0.010594
6	0.012487	0.008935
6	0.009547	0.007080
6	0.012145	0.007669
6	0.015320	0.010758
6	0.033330	0.023527
6	0.019397	0.016175
6	0.021122	0.018493
6	0.032113	0.021175
7	0.025986	0.023400
7	0.019650	0.013776
7	0.024197	0.014189
7	0.014903	0.007362
7	0.010355	0.007912
7	0.012342	0.009648
7	0.012894	0.009088
7	0.015639	0.008072
7	0.012194	0.009451
7	0.010923	0.005564
8	0.010465	0.007002
8	0.010839	0.007012
8	0.010544	0.006564
8	0.010385	0.008001
8	0.013089	0.010608
8	0.010650	0.008214
8	0.010133	0.007504
8	0.015418	0.009725
8	0.012834	0.007051
8	0.013377	0.008833
9	0.016879	0.011935
9	0.011375	0.008928
9	0.012400	0.009986
9	0.014794	0.009628
9	0.014024	0.011648
9	0.011690	0.009274
9	0.009781	0.007405
9	0.020143	0.012264
9	0.011139	0.008705
9	0.015323	0.012668
10	0.018980	0.016225
10	0.016641	0.013978
10	0.015722	0.009988
10	0.008121	0.005574
10	0.013331	0.010911
10	0.012733	0.007155
10	0.011000	0.008546
10	0.011475	0.009117
10	0.017479	0.012442
10	0.018154	0.008759
1	0.018638	0.012248
1	0.009598	0.007083
1	0.014450	0.007979
1	0.013268	0.006200
1	0.011944	0.008356
1	0.014984	0.009529
1	0.009538	0.005015
1	0.010336	0.007924
1	0.016779	0.009560
1	0.011255	0.008839
1	0.023727	0.014251
1	0.015214	0.012506
1	0.016208	0.011344
1	0.011447	0.003780
1	0.009041	0.006553
1	0.014512	0.004843
1	0.008320	0.004401
1	0.009136	0.004473
1	0.007747	0.003031
1	0.012484	0.007709
1	0.014261	0.011792
1	0.013675	0.011061
1	0.012359	0.005682
1	0.009924	0.007452
1	0.015445	0.012767
1	0.010987	0.008492
1	0.014981	0.007075
1	0.014854	0.009677
1	0.009537	0.007169
1	0.015463	0.007382
1	0.008817	0.006361
1	0.005436	0.002967
1	0.010857	0.008208
1	0.016558	0.013818
1	0.030449	0.027316
1	0.005495	0.002918
1	0.012499	0.006079
1	0.018745	0.011693
1	0.006926	0.003166
1	0.005535	0.002941
1	0.006800	0.002956
1	0.011659	0.006180
1	0.014205	0.011528
1	0.009413	0.006666
1	0.022892	0.020277
1	0.016133	0.013475
1	0.009863	0.007272
1	0.014241	0.011046
1	0.009100	0.005667
1	0.014779	0.009687
1	0.011345	0.005729
1	0.014967	0.008755
1	0.010513	0.005942
1	0.011508	0.009100
1	0.014857	0.012372
1	0.009397	0.006990
1	0.005281	0.002889
1	0.010107	0.006844
1	0.009909	0.007100
1	0.008979	0.002959
1	0.012698	0.010229
1	0.015044	0.012684
1	0.010437	0.008061
1	0.011119	0.006652
1	0.010089	0.005393
1	0.009647	0.006499
1	0.010063	0.007150
1	0.012455	0.009944
1	0.007326	0.004797
1	0.017717	0.015126
1	0.013871	0.004349
1	0.028442	0.008108
1	0.009735	0.004838
1	0.015082	0.007282
1	0.010694	0.004949
1	0.019778	0.008904
1	0.017068	0.011369
1	0.010578	0.004636
1	0.011693	0.004707
1	0.016390	0.010188
1	0.008480	0.006098
1	0.013712	0.008427
1	0.011222	0.006043
1	0.012854	0.006292
1	0.008195	0.002932
1	0.012861	0.007396
1	0.010502	0.008105
1	0.015731	0.013325
1	0.024304	0.015809
1	0.015243	0.007279
1	0.021751	0.006744
1	0.014901	0.009621
1	0.014247	0.006485
1	0.011530	0.009177
1	0.017111	0.010738
1	0.020082	0.014175
1	0.009384	0.002856
1	0.010645	0.006107
1	0.018983	0.008008
1	0.011653	0.006031
2	0.020926	0.017190
2	0.010585	0.008187
2	0.014929	0.009522
2	0.012749	0.010114
2	0.010130	0.007191
2	0.016452	0.012188
2	0.018045	0.015257
2	0.036916	0.034523
2	0.024719	0.018891
2	0.010148	0.006345
2	0.025916	0.018908
2	0.013604	0.011109
2	0.031854	0.026023
2	0.011501	0.009088
2	0.029061	0.026462
2	0.023229	0.020530
2	0.014854	0.012138
2	0.032840	0.021289
2	0.013744	0.011174
2	0.019406	0.016838
2	0.029650	0.026856
2	0.012028	0.009534
2	0.013898	0.005839
2	0.022929	0.020420
2	0.027264	0.022573
2	0.014891	0.012559
2	0.013462	0.010995
2	0.016620	0.012309
2	0.022976	0.018916
2	0.033353	0.030921
2	0.033635	0.023595
2	0.007565	0.005168
2	0.025298	0.016658
2	0.011226	0.008721
2	0.016532	0.007652
2	0.025194	0.021950
2	0.010657	0.008279
2	0.019392	0.016769
2	0.015428	0.009532
2	0.009780	0.007397
2	0.029408	0.022118
2	0.015461	0.012771
2	0.038060	0.030980
2	0.028831	0.016201
2	0.011068	0.007419
2	0.038764	0.032322
2	0.015648	0.008845
2	0.010132	0.007709
2	0.010464	0.008054
2	0.015196	0.012657
2	0.027048	0.023858
2	0.014015	0.011653
2	0.032234	0.021463
2	0.024308	0.021939
2	0.015384	0.008915
2	0.013405	0.009256
2	0.015205	0.012723
2	0.009471	0.007065
2	0.015364	0.012993
2	0.011394	0.009004
2	0.031408	0.028977
2	0.005018	0.002636
2	0.022392	0.017105
2	0.017525	0.015103
2	0.012442	0.009894
2	0.025921	0.017438
2	0.023098	0.017088
2	0.018996	0.016650
2	0.022159	0.015317
2	0.013817	0.011119
2	0.025081	0.018369
2	0.018751	0.013140
2	0.025187	0.016003
2	0.019500	0.013824
2	0.026615	0.022171
2	0.009375	0.007010
2	0.016981	0.014553
2	0.025113	0.019359
2	0.027664	0.022373
2	0.004477	0.002102
2	0.031871	0.026450
2	0.012604	0.006974
2	0.014913	0.012544
2	0.015675	0.012746
2	0.032996	0.027736
2	0.034618	0.030672
2	0.031235	0.028162
2	0.030904	0.028152
2	0.030071	0.019375
2	0.048738	0.046172
2	0.039444	0.029729
2	0.015696	0.012231
2	0.028839	0.022280
2	0.012414	0.008474
2	0.035288	0.028630
2	0.017542	0.015150
2	0.020717	0.018318
2	0.041833	0.033435
2	0.030710	0.026606
2	0.029818	0.019904
3	0.033594	0.027717
3	0.018302	0.015961
3	0.022322	0.019951
3	0.023439	0.015361
3	0.025780	0.019959
3	0.033902	0.026942
3	0.023307	0.020905
3	0.015892	0.013379
